Student_Names,Phone_No.,CIA_1,CIA_2,CIA_3,Grade,Comment,Roll No.,School Name,Student Address
Jonathan Garcia,9639008817.0,99.0,84.0,46.0,B+,Good Pursuance,509684,Martin Luther School,"9811 Tony Highway Apt. 926, Port David, PR 46742"
Julie Hayes,9341047497.0,58.0,45.0,51.0,C,Below Average Achivement,570054,Martin Luther School,"9271 Chaney Prairie Apt. 257, East Christopher, FM 07025"
James Nelson,9224917711.0,32.0,10.0,68.0,D,Poor Pursuance,579810,Martin Luther School,"16521 Vasquez Unions, Robertfurt, MH 61976"
Dale Small,9127530070.0,15.0,10.0,61.0,F,Failed,554207,Martin Luther School,"7037 Smith Ways Apt. 599, Lake Jacob, OK 17484"
Samantha Cruz,9480959972.0,73.0,54.0,42.0,C,Below Average Achivement,529743,Martin Luther School,"180 Ewing Path, Lake Dwayne, WV 19703"
Kellie Miller,9975324249.0,33.0,85.0,66.0,B,Average Performance,533628,Martin Luther School,"218 Johnson Keys, Frederickmouth, AL 23869"
Alyssa Snyder,9485984192.0,25.0,100.0,29.0,C,Below Average Achivement,570976,Martin Luther School,"7141 Jamie Crest Suite 622, New Lucasmouth, ID 14592"
Vickie Warren,9449822191.0,20.0,62.0,77.0,C,Below Average Achivement,559442,Martin Luther School,"51204 Sanchez Drives, East Gregory, PR 52131"
Kyle Anderson,9580874833.0,30.0,79.0,72.0,C,Below Average Achivement,520233,Martin Luther School,"3531 Thomas Prairie Suite 304, North Anthony, AZ 91233"
Vicki Davis,9169392471.0,56.0,25.0,25.0,D,Poor Pursuance,581300,Martin Luther School,"77090 Stephen Manors Apt. 364, Wongland, MH 50160"
Willie Thomas,9037778993.0,54.0,83.0,48.0,B,Average Performance,577463,Martin Luther School,"426 Morgan Manors, Port Kevinbury, DC 85599"
Stacy Church,9330129367.0,88.0,17.0,20.0,D,Poor Pursuance,526381,Martin Luther School,"6355 Combs Views Suite 261, Port Michelle, KS 61919"
Christopher Dillon,9446215400.0,100.0,49.0,67.0,B+,Good Pursuance,551439,Martin Luther School,"USS Farmer, FPO AE 11937"
Heather Fernandez,9143614674.0,25.0,39.0,99.0,C,Below Average Achivement,574889,Martin Luther School,"245 Kathleen Expressway, Antoniofort, NC 54017"
Jason Young,9502516449.0,53.0,79.0,49.0,C,Below Average Achivement,542637,Martin Luther School,"6962 Calderon Overpass, New Dustinview, NE 90484"
Kenneth Wood,9921481484.0,70.0,88.0,28.0,B,Average Performance,565053,Martin Luther School,"PSC 1791, Box 8196, APO AA 40277"
Michelle Howard,9108280967.0,84.0,51.0,46.0,C,Below Average Achivement,516977,Martin Luther School,"07896 Davenport Radial, Nancymouth, WY 09561"
Michael Mora,9714964050.0,69.0,68.0,41.0,C,Below Average Achivement,566812,Martin Luther School,"794 Lane Crest Apt. 063, Coreytown, IN 55030"
Grace Miles,9955177417.0,24.0,43.0,100.0,C,Below Average Achivement,589994,Martin Luther School,"9807 Prince Stravenue, Amandaview, MH 43089"
Kristen Martinez MD,9132332012.0,12.0,55.0,36.0,D,Poor Pursuance,534403,Martin Luther School,"2374 Williams Spurs Suite 244, Port Kimberlymouth, MP 73170"
Scott Mitchell,9821540889.0,28.0,51.0,81.0,C,Below Average Achivement,533518,Martin Luther School,"027 Fields Mission Apt. 582, Williamsberg, NM 81832"
Derrick Hart,9504458454.0,90.0,78.0,88.0,A,Very Good Achivement,580378,Martin Luther School,"89983 Sheri Trail Suite 204, Riceland, MA 42591"
Allison Turner,9719595976.0,38.0,15.0,92.0,D,Poor Pursuance,516385,Martin Luther School,"879 Anderson Turnpike Apt. 597, Richburgh, MA 44774"
Eric Barry,9968566170.0,10.0,84.0,70.0,C,Below Average Achivement,502749,Martin Luther School,"1563 Long Station Apt. 799, Lake Emily, UT 28293"
Darren Rowe,9855108027.0,34.0,78.0,53.0,C,Below Average Achivement,501898,Martin Luther School,"84786 Paige Trail Apt. 733, New Christianport, LA 43355"
Charles Carroll,9048054545.0,47.0,83.0,71.0,B,Average Performance,509235,Martin Luther School,"473 Villa Wells Suite 816, Rosariofurt, CT 06197"
Timothy Wang,9060527527.0,54.0,57.0,66.0,C,Below Average Achivement,502377,Martin Luther School,"787 Mueller Junction Suite 726, Williamborough, AZ 02038"
Lisa Rogers,9529065577.0,26.0,79.0,32.0,D,Poor Pursuance,577046,Martin Luther School,"2971 Hickman Forges, Barrettton, LA 26905"
Samantha Dillon,9418670067.0,86.0,45.0,17.0,D,Poor Pursuance,565558,Martin Luther School,"7234 Diane Wells Suite 031, New Amanda, DC 23781"
Jared Taylor,9663894369.0,68.0,60.0,51.0,C,Below Average Achivement,580291,Martin Luther School,"7122 Morris Field, West Julie, NH 17910"
Jessica Guerrero,9409105862.0,21.0,12.0,38.0,F,Failed,522063,Martin Luther School,"6722 Vargas Well Apt. 930, Nguyenside, WV 45440"
Sandra Johnson,9340024314.0,96.0,29.0,62.0,B,Average Performance,581596,Martin Luther School,"095 Lane Ferry Apt. 271, Alexandramouth, FL 46863"
Ryan Green,9821171234.0,40.0,88.0,53.0,C,Below Average Achivement,514236,Martin Luther School,"33183 Wade Station Apt. 509, Port Michael, SC 75451"
Alyssa Greer,9282012192.0,87.0,94.0,84.0,A,Very Good Achivement,507364,Martin Luther School,"851 James Manor Suite 712, Roberttown, WY 20878"
Michael Tucker,9378485243.0,36.0,91.0,22.0,D,Poor Pursuance,503681,Martin Luther School,"5331 Flores Village, Matthewville, GU 88552"
Mrs. Alexandra Gutierrez,9771727652.0,96.0,58.0,46.0,B,Average Performance,556517,Martin Luther School,"81564 Walters Village, Janeview, AR 00567"
Marcus Brown,9627105086.0,19.0,30.0,100.0,D,Poor Pursuance,529894,Martin Luther School,"336 Martinez Common, Henrymouth, WV 87958"
Marcus Allen,9617971563.0,68.0,33.0,10.0,D,Poor Pursuance,573459,Martin Luther School,"0456 Stephen Glen, Port Lisaview, OR 73606"
Mallory Washington,9954166583.0,25.0,83.0,35.0,D,Poor Pursuance,537602,Martin Luther School,"1161 Ho Motorway Suite 767, Tuckerport, HI 66782"
Christine Robinson,9746654226.0,77.0,96.0,50.0,B+,Good Pursuance,522033,Martin Luther School,"21413 Logan Ports, Wendyfort, NC 20765"
Laura Ortiz,9981165352.0,26.0,96.0,99.0,B+,Good Pursuance,545483,Martin Luther School,"4341 Chase Road Apt. 068, East Chrisview, NM 65610"
Jeffery Blair,9504102084.0,99.0,51.0,33.0,B,Average Performance,594517,Martin Luther School,"955 Dunn Summit Apt. 422, North Marciamouth, DE 47453"
Keith Mendez,9919741021.0,34.0,49.0,100.0,B,Average Performance,577039,Martin Luther School,"178 Anna Path, New David, KY 76906"
Aaron Schneider,9974329525.0,15.0,66.0,53.0,D,Poor Pursuance,579823,Martin Luther School,"104 Suzanne Ridge Apt. 627, Haydenville, NH 06279"
Joseph Bass,9862227570.0,41.0,17.0,89.0,D,Poor Pursuance,502232,Martin Luther School,"965 Shaw Knoll, Justinland, SD 52883"
John Mcclure,9104168788.0,71.0,31.0,88.0,B,Average Performance,582351,Martin Luther School,"61353 Elizabeth Alley, West Jeremy, MN 88122"
Dana Morales,9520884830.0,80.0,12.0,17.0,D,Poor Pursuance,585857,Martin Luther School,"0860 Patrick Road, Christopherton, PR 72780"
Nicholas Jefferson,9316993168.0,41.0,93.0,82.0,B+,Good Pursuance,554779,Martin Luther School,"249 Vaughn Coves, North Monicaberg, DE 38361"
Karen Rodriguez,9335480268.0,18.0,54.0,19.0,F,Failed,554030,Martin Luther School,"37189 Sandra Gardens, Port Jared, ND 50641"
Amy Reed,9292250873.0,60.0,89.0,86.0,B+,Good Pursuance,554568,Martin Luther School,"4373 Haley Club Apt. 504, South Josephton, NC 22329"
Brandon Glover,9961488060.0,83.0,83.0,77.0,A,Very Good Achivement,501876,Martin Luther School,"771 Richard Land Apt. 702, Petersonville, MA 77081"
William Owens,9574392087.0,92.0,37.0,16.0,D,Poor Pursuance,590063,Martin Luther School,"78809 Rocha Forges, Deborahview, MN 82030"
Eduardo Acosta,9894424278.0,18.0,84.0,61.0,C,Below Average Achivement,597284,Martin Luther School,"318 Randy Forge, West Victor, ME 90032"
Tammy Watkins,9451422173.0,34.0,69.0,73.0,C,Below Average Achivement,576502,Martin Luther School,"117 Daniel Mountains Apt. 037, West Steven, NY 31268"
Theresa Dougherty,9220055070.0,92.0,84.0,19.0,B,Average Performance,568264,Martin Luther School,"23228 Hobbs Pike Suite 267, West Jacquelineborough, DE 50390"
Joel Ryan,9490235145.0,38.0,74.0,12.0,D,Poor Pursuance,594106,Martin Luther School,"PSC 9972, Box 5779, APO AP 36433"
John Owen,9885196207.0,31.0,52.0,70.0,C,Below Average Achivement,527891,Martin Luther School,"609 Christopher Vista Apt. 219, Patriciamouth, KY 82420"
Steven Sharp,9176678371.0,74.0,40.0,26.0,D,Poor Pursuance,591883,Martin Luther School,"50713 Frank Cape Apt. 631, South Lance, PR 34144"
Lauren Armstrong,9322983875.0,16.0,23.0,61.0,D,Poor Pursuance,587395,Martin Luther School,"57413 Adam Fork Apt. 689, Wongberg, NM 85567"
Seth Thomas,9448756126.0,80.0,74.0,18.0,C,Below Average Achivement,579265,Martin Luther School,"65947 Lewis Corners Apt. 248, Campbellmouth, SC 41167"
Patrick Rich,9391093168.0,34.0,43.0,95.0,C,Below Average Achivement,529585,Martin Luther School,"1685 Diaz Plains, Port Curtis, IL 99826"
Jeffery Scott,9596938738.0,95.0,78.0,73.0,A,Very Good Achivement,553573,Martin Luther School,"61293 Garcia Isle Apt. 346, New Victor, SD 17018"
Joseph Baker,9255882461.0,61.0,83.0,43.0,B,Average Performance,508475,Martin Luther School,"88671 Gomez Route, Lindaburgh, OR 71934"
Jesse Henry,9125347855.0,34.0,60.0,47.0,D,Poor Pursuance,573135,Martin Luther School,"1620 Sarah Glen Suite 193, New Geraldhaven, TN 41568"
Jimmy Navarro,9137155681.0,31.0,97.0,48.0,C,Below Average Achivement,555840,Martin Luther School,"11464 Peterson Mills, Jeffreyberg, NH 35259"
David Mata,9920728761.0,15.0,26.0,29.0,F,Failed,504334,Martin Luther School,"4240 Olivia Corner Apt. 706, Moralesfort, WY 24185"
Dominique Moreno,9209488631.0,50.0,31.0,10.0,F,Failed,569442,Martin Luther School,"504 Griffin Station, North Brendastad, MD 23079"
Susan Leonard,9597934722.0,81.0,96.0,62.0,B+,Good Pursuance,523808,Martin Luther School,"106 Kurt Road, Valerieland, KS 48518"
Christina Collins,9935583246.0,80.0,56.0,82.0,B+,Good Pursuance,551691,Martin Luther School,"04726 Dillon Port Apt. 716, Bendermouth, WY 35482"
James Moore,9945419780.0,18.0,59.0,32.0,D,Poor Pursuance,594108,Martin Luther School,"274 Kurt Gardens Suite 749, Klineburgh, VA 61528"
Sarah Tucker,9000178689.0,11.0,99.0,85.0,B,Average Performance,599560,Martin Luther School,"16797 Rice Brook, New Ashleytown, MT 90486"
Lauren Smith,9559659860.0,47.0,52.0,21.0,D,Poor Pursuance,575253,Martin Luther School,"USNS Smith, FPO AA 37291"
Justin Scott,9654290531.0,41.0,13.0,53.0,D,Poor Pursuance,587302,Martin Luther School,"78045 Murphy Pines, East Williamfort, MN 73469"
Bryan Powell,9728099966.0,56.0,44.0,59.0,C,Below Average Achivement,542154,Martin Luther School,"165 Kelsey Neck Suite 545, Webershire, HI 75810"
Ryan Jenkins,9154085471.0,98.0,59.0,64.0,B+,Good Pursuance,567641,Martin Luther School,"58413 Dean Cliff Suite 045, North Randyhaven, OK 64210"
William Rose,9883939988.0,22.0,100.0,18.0,D,Poor Pursuance,566321,Martin Luther School,"4882 Lauren Forge, Laurafort, MN 26923"
Cynthia Newton,9063329793.0,58.0,71.0,81.0,B,Average Performance,574892,Martin Luther School,"8771 Rodriguez Plains Apt. 992, South Elizabeth, NY 74259"
Jordan Brown,9099542828.0,97.0,45.0,100.0,B+,Good Pursuance,587461,Martin Luther School,"6458 Hurley Ridge, Wademouth, MT 63410"
Hayden Kramer,9437312937.0,92.0,47.0,63.0,B,Average Performance,540882,Martin Luther School,"4308 Tanner Roads, Phillipsstad, NH 02589"
Erica Yang,9442723724.0,99.0,92.0,92.0,A+,Excellent Performance,579623,Martin Luther School,"5632 David Gardens, Lake Julieshire, AS 33642"
Nicole Vaughn,9514383547.0,39.0,95.0,35.0,C,Below Average Achivement,512682,Martin Luther School,"47362 Betty Forge, Danielton, ME 92561"
Shawn Flores,9255173941.0,57.0,90.0,62.0,B,Average Performance,574738,Martin Luther School,"265 Jeffrey Springs, Watsonberg, IN 25020"
Beth White,9286344449.0,32.0,50.0,50.0,D,Poor Pursuance,515633,Martin Luther School,"5312 Rodney Island, Johnbury, AL 48572"
Kathleen Ramos,9681581350.0,42.0,55.0,94.0,B,Average Performance,525905,Martin Luther School,"927 Robert Crest, Port Thomas, KS 94871"
Peter Klein,9426934601.0,54.0,53.0,38.0,D,Poor Pursuance,573045,Martin Luther School,"65811 Richardson Summit Suite 497, Hillside, MT 83964"
Anthony Baker,9858354555.0,23.0,84.0,94.0,B,Average Performance,596992,Martin Luther School,"50494 Nicole Streets, Sandraview, AR 88622"
Robert Williams,9162037441.0,51.0,49.0,67.0,C,Below Average Achivement,535980,Martin Luther School,"9694 Lindsay Street, Catherineburgh, CA 06258"
Jeffery Harris,9267483284.0,97.0,32.0,31.0,C,Below Average Achivement,538237,Martin Luther School,"647 Fred Divide Suite 379, South Jamiemouth, HI 08967"
Barbara Browning,9316758713.0,39.0,55.0,12.0,D,Poor Pursuance,500604,Martin Luther School,"41864 Dawson Inlet, Johnsonfort, NH 13921"
Jordan Gibson,9230290637.0,42.0,14.0,63.0,D,Poor Pursuance,542232,Martin Luther School,"320 Vanessa Harbors Apt. 883, Lake Jasonberg, SC 23979"
Lori Williams,9246328854.0,98.0,31.0,58.0,B,Average Performance,530964,Martin Luther School,"3021 Michael Extension Apt. 133, Port Amanda, WI 76479"
Tina Johnson,9078949653.0,70.0,56.0,38.0,C,Below Average Achivement,541523,Martin Luther School,"747 Douglas Isle Apt. 319, East Markchester, GU 84115"
Catherine Casey,9705171210.0,75.0,18.0,18.0,D,Poor Pursuance,562649,Martin Luther School,"USS Buckley, FPO AE 87566"
Christopher Mclaughlin,9648456316.0,87.0,90.0,83.0,A,Very Good Achivement,524785,Martin Luther School,"USCGC Chaney, FPO AE 46266"
Darren Green,9452794176.0,30.0,64.0,48.0,D,Poor Pursuance,544167,Martin Luther School,"69797 Davis Valleys, North Shawn, MN 61832"
Christopher Fields,9412928323.0,20.0,23.0,61.0,D,Poor Pursuance,526441,Martin Luther School,"393 Meadows Plain, East Tommy, CO 59344"
Cameron Mullins,9705070075.0,86.0,96.0,58.0,B+,Good Pursuance,544710,Martin Luther School,"7810 Anderson Vista, New Williamton, GA 79827"
Brittany Taylor,9888227022.0,82.0,50.0,20.0,D,Poor Pursuance,570738,Martin Luther School,"315 Cassandra Course Apt. 814, North Jesse, KS 57294"
Omar Rubio,9819101621.0,100.0,29.0,65.0,B,Average Performance,528610,Martin Luther School,"5541 Mason Views Apt. 530, Daltonbury, AK 44325"
Samuel Holmes,9270798709.0,86.0,56.0,84.0,B+,Good Pursuance,559049,Martin Luther School,"66154 Pierce Prairie, Lake Susanmouth, LA 01935"
Courtney Lawson,9329991733.0,93.0,72.0,26.0,B,Average Performance,556938,Martin Luther School,"34562 Lee Knolls Apt. 567, Port Jacksonville, MO 19206"
Ronald Carr,9982186324.0,65.0,51.0,90.0,B,Average Performance,554147,Martin Luther School,"PSC 2592, Box 0457, APO AE 89131"
Renee Rodgers,9378205288.0,20.0,51.0,27.0,F,Failed,553205,Martin Luther School,"0031 Wright Common, Lake Michaelport, WI 81642"
Jessica Smith,9698721845.0,83.0,42.0,79.0,B,Average Performance,540965,Martin Luther School,"Unit 4740 Box 4765, DPO AE 24207"
Laura Shaw,9804231814.0,77.0,57.0,53.0,B,Average Performance,578513,Martin Luther School,"254 Jones Mountain, West Debraberg, AL 90558"
Rachel Parker,9911740826.0,53.0,45.0,34.0,D,Poor Pursuance,524015,Martin Luther School,"778 Richard Mountain Suite 256, Hollyport, MH 52735"
Vickie Cruz,9725750824.0,26.0,91.0,33.0,D,Poor Pursuance,590748,Martin Luther School,"10396 Joshua Views Apt. 546, Hurleychester, CT 11709"
Stephanie Cross,9625235897.0,62.0,30.0,43.0,D,Poor Pursuance,581212,Martin Luther School,"PSC 6245, Box 1299, APO AE 52094"
Ernest Harris,9312840553.0,28.0,87.0,68.0,B,Average Performance,576363,Martin Luther School,"0952 Warren Motorway Suite 074, Port Devon, AZ 14569"
Kevin Ward,9812024606.0,74.0,68.0,47.0,B,Average Performance,521250,Martin Luther School,"7421 Solis Court, North Desiree, ME 59984"
Vanessa Palmer,9684541797.0,40.0,80.0,26.0,D,Poor Pursuance,582893,Martin Luther School,"004 Wright Unions Apt. 129, Longbury, AR 81782"
Ashley Johnson,9005118911.0,54.0,11.0,86.0,D,Poor Pursuance,529952,Martin Luther School,"PSC 0559, Box 0595, APO AP 83243"
Tonya Vasquez,9131267729.0,80.0,47.0,27.0,C,Below Average Achivement,567332,Martin Luther School,"1353 Trevor Ferry, Amyshire, NV 35329"
Laura Holt,9169957898.0,100.0,33.0,48.0,C,Below Average Achivement,565255,Martin Luther School,"69143 Lawrence Common, Gilbertburgh, IL 78926"
Angel Davis,9627127994.0,54.0,14.0,43.0,D,Poor Pursuance,551826,Martin Luther School,"10614 Marsh Fork, Carlymouth, CT 19835"
Mary Young,9284409763.0,37.0,91.0,24.0,D,Poor Pursuance,528077,Martin Luther School,"27338 Hicks Divide Apt. 616, Fletcherview, FL 41417"
Cynthia Perez,9195732302.0,23.0,51.0,95.0,C,Below Average Achivement,523476,Martin Luther School,"PSC 5522, Box 9582, APO AA 39137"
Christopher Dixon,9065169586.0,12.0,35.0,16.0,F,Failed,503133,Martin Luther School,"USNV Liu, FPO AA 42424"
Jessica David,9706184728.0,93.0,46.0,91.0,B+,Good Pursuance,520923,Martin Luther School,"53254 Smith Streets Apt. 028, Lake Kevinside, MO 46188"
Jason Kemp,9794530761.0,53.0,56.0,66.0,C,Below Average Achivement,565203,Martin Luther School,"51482 Watts Ridge, Port Maryfort, DC 99384"
Brian Rodriguez,9024675223.0,75.0,91.0,83.0,A,Very Good Achivement,582144,Martin Luther School,"PSC 1332, Box 7995, APO AA 19857"
Jennifer Jensen,9375885921.0,41.0,85.0,36.0,C,Below Average Achivement,503500,Martin Luther School,"USNS Reed, FPO AP 68182"
Laura White,9582899388.0,23.0,42.0,50.0,D,Poor Pursuance,528867,Martin Luther School,"996 Michael Unions, Glennmouth, WV 84254"
Elizabeth Erickson,9985385599.0,67.0,18.0,12.0,F,Failed,569109,Martin Luther School,"USS Conner, FPO AA 41839"
Sarah Finley,9337171016.0,94.0,34.0,73.0,B,Average Performance,569423,Martin Luther School,"364 Strickland Lake Suite 361, Carterland, IN 46827"
Aimee Powell,9680284517.0,98.0,63.0,76.0,B+,Good Pursuance,532846,Martin Luther School,"03976 Price Branch, Aguirreshire, UT 32982"
Olivia Ramirez,9659493245.0,18.0,72.0,55.0,D,Poor Pursuance,599892,Martin Luther School,"49135 Silva Mount, Bensonshire, OK 36063"
David Brown,9061961472.0,84.0,76.0,92.0,A,Very Good Achivement,585768,Martin Luther School,"64240 Jacobs Road Suite 832, Port Donna, ME 42632"
Frank Kelly,9791811139.0,59.0,49.0,97.0,B,Average Performance,521335,Martin Luther School,"133 Miranda Center, North Bobby, MD 57022"
William Green,9893636677.0,78.0,89.0,77.0,A,Very Good Achivement,590198,Martin Luther School,"241 April Radial, Port Jessica, MI 69441"
Curtis Jones,9272755237.0,58.0,66.0,11.0,D,Poor Pursuance,530306,Martin Luther School,"299 Tracy Divide Suite 552, Port Brianna, GU 14182"
Robert Day,9694578359.0,39.0,75.0,95.0,B,Average Performance,500120,Martin Luther School,"15336 Smith Green Apt. 736, East Andrew, AK 13391"
Rachel Hansen,9298438763.0,78.0,25.0,54.0,C,Below Average Achivement,521657,Martin Luther School,"38781 Cox Lodge Apt. 841, West Lynn, ID 55661"
Brittany Guerra,9258506757.0,39.0,77.0,22.0,D,Poor Pursuance,585987,Martin Luther School,"018 Williams Trail, North Markbury, PW 22168"
Anthony Delgado,9058678673.0,72.0,90.0,40.0,B,Average Performance,515297,Martin Luther School,"3096 Hudson Locks Suite 852, West Kimberlyfurt, VI 32003"
Melanie Parsons,9104179796.0,55.0,55.0,67.0,C,Below Average Achivement,596434,Martin Luther School,"PSC 3917, Box 7968, APO AP 37836"
James Espinoza,9375527568.0,35.0,27.0,100.0,C,Below Average Achivement,517611,Martin Luther School,"4195 Kurt Extension Apt. 501, Chapmanport, NJ 92346"
Brian Strong,9686643426.0,15.0,30.0,21.0,F,Failed,560943,Martin Luther School,"76243 Palmer Mountain, Richardsonton, GU 18328"
Rachel Robles,9672371499.0,23.0,68.0,39.0,D,Poor Pursuance,599043,Martin Luther School,"1241 Robert Square Suite 464, Ryanfurt, CO 83500"
Connie Huang,9986612039.0,60.0,92.0,93.0,A,Very Good Achivement,577442,Martin Luther School,"8029 Candice Gardens Apt. 704, Brendamouth, MH 37914"
Paul Villarreal,9397240593.0,45.0,25.0,42.0,D,Poor Pursuance,580973,Martin Luther School,"6036 George Junctions, North Samantha, NC 38501"
Linda Friedman,9356887186.0,56.0,46.0,62.0,C,Below Average Achivement,533526,Martin Luther School,"0962 Glenn Vista, East Nathanside, DC 18888"
Todd Chen,9634545996.0,17.0,38.0,59.0,D,Poor Pursuance,592063,Martin Luther School,"47358 Michael Lock Suite 208, West Amy, NC 67014"
Joseph Diaz,9481335213.0,33.0,22.0,54.0,D,Poor Pursuance,599389,Martin Luther School,"21392 Hudson Stravenue Suite 128, West Taylor, OK 18508"
